口,コウ、ク,くち,,mouth,"入口(いりぐち): entrance; entry; gate; approach; mouth<br>悪口(わるくち): abuse; insult; slander; evil speaking; bad mouth<br>出入口(でいりぐち): exit and entrance<br>人口(じんこう): (1) population (2) common talk<br>口(くち): (1) mouth (2) opening; hole; gap; orifice (3) mouth (of a bottle); spout; nozzle; mouthpiece (4) gate; door; entrance; exit (5) speaking; speech; talk (i.e. gossip) (6) taste; palate (7) mouth (to feed) (8) opening (i.e. vacancy); available position (9) invitation; summons (10) kind; sort; type (11) opening (i.e. beginning) (12) counter for mouthfuls, shares (of money), and swords<br>窓口(まどぐち): (1) ticket window; teller window; counter (2) contact person; point of contact<br>出口(でぐち): exit; gateway; way out; outlet; leak; vent<br>口実(こうじつ): excuse; pretext<br>口紅(くちべに): lipstick<br>早口(はやくち): fast-talking; rapid talking<br>蛇口(じゃぐち): faucet; tap<br>裏口(うらぐち): backdoor; rear entrance<br>口頭(こうとう): oral<br>無口(むくち): reticence; taciturnity<br>閉口(へいこう): (1) dumbfounded; stumped; at one's wits end; nonplussed (2) annoyed<br>利口(りこう): (1) clever; intelligent; wise; bright; sharp; sensible; smart; shrewd (2) well-behaved (of kids, animals, etc); obedient; good (3) good (with words)<br>口述(こうじゅつ): dictation; verbal statement<br>甘口(あまくち): (1) sweet flavour; sweet flavor; mildness (2) flattery (3) stupidity<br>口ずさむ(くちずさむ): to hum; to sing to oneself; to compose impromptu (poems)<br>火口(かこう): (1) crater; caldera (2) burner (e.g. on a furnace)",5,1,284,"口: mouth, opening, mouth radical (no. 30)",3,口,30,3,くち・くちへん,(none),象形 Pictographic,mouth,Looks like a huge open mouth.,"""Momma used to say: """"Keep your trap shut!"""" This thing is shaped like a trap door.""",11,JLPT.N5 Kanji_Body_Head.Neck grade1 kanjifreq251-500
日,ニチ、ジツ,ひ、-び、-か,"あ, あき, いる, く, くさ, こう, す, たち, に, にっ, につ, へ","day, sun, Japan",明日(あした): tomorrow<br>今日(きょう): (1) today; this day (2) these days; recently; nowadays<br>日付け(ひづけ): date; dating<br>昨日(きのう): yesterday<br>毎日(まいにち): every day<br>日程(にってい): schedule; program; programme; agenda<br>日(ひ): (1) day; days (2) sun; sunshine; sunlight (3) case (esp. unfortunate); event<br>日常(にちじょう): ordinary; regular; everyday; usual<br>来日(らいにち): arrival in Japan; coming to Japan; visit to Japan<br>日中(にっちゅう): (1) daytime; during the day (2) Sino-Japanese<br>曜日(ようび): day of the week<br>日々(ひび): every day; daily; day after day; days (e.g. good old days)<br>当日(とうじつ): appointed day; very day<br>日曜(にちよう): Sunday<br>連日(れんじつ): every day; prolonged<br>先日(せんじつ): the other day; a few days ago<br>日記(にっき): diary; journal<br>元日(がんじつ): New Year's Day<br>日の丸(ひのまる): (1) outline of the sun (esp. represented as a red circle) (2) the Japanese flag<br>日ごろ(ひごろ): normally; habitually<br>期日(きじつ): fixed date; settlement date<br>平日(へいじつ): (1) weekday; ordinary days (i.e. non-holiday) (2) kanji radical 73<br>祝日(しゅくじつ): national holiday<br>日時(にちじ): date and time<br>日光(にっこう): sunlight<br>日差し(ひざし): sunlight; rays of the sun<br>火曜日(かようび): Tuesday<br>日の出(ひので): sunrise<br>日帰り(ひがえり): day trip<br>日向(ひなた): sunny place; in the sun<br>日課(にっか): daily lesson; daily work; daily routine<br>日用品(にちようひん): daily necessities<br>生年月日(せいねんがっぴ): birth date<br>日焼け(ひやけ): (1) sunburn (2) suntan<br>日陰(ひかげ): (1) shade; shadow (2) sunshine<br>日日(ひにち): the number of days; date<br>夕日(ゆうひ): evening sun; setting sun<br>十日(とおか): (1) the tenth day of the month (2) ten days<br>日本語(にほんご): Japanese (language)<br>日夜(にちや): day and night; always<br>終日(しゅうじつ): all day; for a whole day<br>一昨日(おととい): day before yesterday<br>日取り(ひどり): fixed date; appointed day<br>月日(つきひ): time; years; days<br>日当たり(ひあたり): (1) exposure to the sun; sunny place (2) per day<br>日本式(にほんしき): Japanese style<br>三日月(みかづき): new moon; crescent moon<br>明後日(あさって): day after tomorrow<br>定休日(ていきゅうび): regular holiday; fixed day off; regular closing day<br>金曜日(きんようび): Friday<br>九日(ここのか): (1) the ninth day of the month (2) nine days<br>月曜日(げつようび): Monday<br>五日(いつか): (1) the fifth day of the month (2) five days<br>今日は(こんにちは): hello; good day (daytime greeting)<br>祭日(さいじつ): national holiday; festival day<br>三日(みっか): (1) the third day of the month (2) three days<br>四日(よっか): (1) fourth day of month (2) four days<br>水曜日(すいようび): Wednesday<br>誕生日(たんじょうび): birthday<br>土曜日(どようび): Saturday<br>二日(ふつか): (1) second day of the month (2) two days<br>日の入り(ひのいり): sunset<br>日曜日(にちようび): Sunday<br>八日(ようか): (1) the eighth day of the month (2) eight days<br>木曜日(もくようび): Thursday<br>六日(むいか): (1) sixth day of the month (2) six days<br>一日(いちにち): (1) first day of the month (2) one day<br>七日(なのか): (1) the seventh day of the month (2) seven days<br>明明後日(しあさって): (in) three days time (two days after tomorrow)<br>二十日(はつか): (1) twentieth (day of the month) (2) twenty days<br>月日(がっぴ): (the) date<br>一日(ついたち): (1) first day of the month (2) first ten days of the lunar month<br>日本(にほん): Japan<br>西日(にしび): westering sun; setting sun<br>日当(にっとう): daily allowance<br>悪日(あくにち): unlucky day<br>一昨昨日(いっさくさくじつ): two days before yesterday; three days back (ago)<br>日(にち): (1) Sunday (2) day (of the month) (3) counter for days<br>日(か): (1) day of month (2) counter for days,5,1,1,"日: sun, day, sun radical (no. 72)",4,日,72,4,ひ・ひへん・にち・にちへん,(none),象形 Pictographic,day,"Open the window, new day.",Picture two halves of a 24-hr period: Day & Night.,12,JLPT.N5 Kanji_Nature_Sky Kanji_Time Kanji_Time_Days.of.the.week grade1 kanjifreq1-250
月,ゲツ、ガツ,つき,"おと, がっ, す, ずき, もり","month, moon",年月(ねんげつ): months and years<br>今月(こんげつ): this month<br>先月(せんげつ): last month<br>来月(らいげつ): next month<br>毎月(まいつき): every month; each month; monthly<br>正月(しょうがつ): New Year; New Year's Day; the first month; January<br>月曜(げつよう): Monday<br>月給(げっきゅう): monthly salary<br>月末(げつまつ): end of the month<br>カ月(かげつ): (number of) months<br>生年月日(せいねんがっぴ): birth date<br>月並(つきなみ): (1) every month (2) trite; common<br>月日(つきひ): time; years; days<br>満月(まんげつ): full moon<br>月謝(げっしゃ): monthly tuition fee<br>三日月(みかづき): new moon; crescent moon<br>月(つき): (1) moon (2) month<br>月賦(げっぷ): monthly installment (instalment); monthly payment<br>月曜日(げつようび): Monday<br>再来月(さらいげつ): month after next<br>月日(がっぴ): (the) date<br>一月(ひとつき): one month<br>先々月(せんせんげつ): month before last<br>月(がつ): month (of the year); used after number or question word (e.g. nan or nani),5,1,23,"月: moon, month, moon radical (no. 74)",4,月,74,4,つき・つきへん,(none),象形 Pictographic,month,A month is longer than a day.,"""Am I the only one who sees this as someone sticking their ass in the air """"mooning"""" someone (two cheeks of the butt and the legs coming off of it)? The Moon meaning connects well to the meaning of month, considering that months were traditionally measured by the phases of the moon. Also, the mooning """"ass"""" part of it connects well to Hesig´s seemingly unconnected """"flesh"""" or """"part of the body"""" meaning (when used in primitive form).""",13,JLPT.N5 Kanji_Nature_Sky Kanji_Time Kanji_Time_Days.of.the.week grade1 kanjifreq1-250
田,デン,た,"いなか, おか, たん, で, とう, や","rice field, rice paddy",水田(すいでん): (water-filled) paddy field<br>田舎(いなか): (1) rural area; countryside; the sticks (2) hometown<br>田園(でんえん): (1) country; rural districts (2) cultivated land; fields<br>田植え(たうえ): rice planting<br>田んぼ(たんぼ): paddy field; farm<br>田(た): rice field,4,1,90,"田: field, field radical (no. 102)",5,田,102,5,た・たへん,(none),象形 Pictographic,rice field,A rice field divided into four parts.,Ten people use their mouths to eat the yield of the rice fields.,14,JLPT.N4 Kanji_Nature_Landscape grade1 kanjifreq1-250
目,モク、ボク,め、-め、ま-,"さかん, さがん, さっか, さつか","eye, class, look, insight, experience, care, favor",課目(かもく): (school) subject; curriculum; course<br>面目(めんもく): (1) face; honour; honor; reputation; prestige; dignity; credit (2) appearance; look<br>目(め): (1) eye; eyeball (2) eyesight; sight; vision (3) look; stare; glance (4) an experience (5) viewpoint (6) stitch; texture; weave (7) ordinal number suffix (8) somewhat; -ish<br>利き目(ききめ): effect; virtue; efficacy; impression<br>目的(もくてき): purpose; goal; aim; objective; intention<br>目標(もくひょう): mark; objective; target<br>注目(ちゅうもく): notice; attention; observation<br>項目(こうもく): (data) item; entry<br>目安(めやす): (1) criterion; standard; yardstick; reference; aim (2) rough estimate; approximation<br>役目(やくめ): duty; business; role<br>目下(めした): subordinate; subordinates; inferior; inferiors; junior<br>目録(もくろく): (1) catalogue; catalog; inventory; index; list (2) certificate indicating an impending gift<br>人目(ひとめ): public gaze; public notice<br>一目(ひとめ): (1) (a) glance; (a) look; (a) glimpse (2) (a) stone (in Go) (3) complete view; bird's-eye view<br>駄目(だめ): (1) no good; not serving its purpose; useless; broken (2) hopeless; wasted; in vain; purposeless (3) cannot; must not; not allowed<br>着目(ちゃくもく): attention<br>目印(めじるし): mark; sign; landmark<br>切れ目(きれめ): break; pause; gap; end; rift; interruption; cut; section; notch; incision; end (of a task)<br>目次(もくじ): table of contents<br>目覚める(めざめる): to wake up<br>目上(めうえ): superior; superiors; senior<br>目盛り(めもり): scale; gradations<br>真面目(まじめ): diligent; serious; honest; sober; grave; earnest; steady<br>目覚まし(めざまし): (1) alarm clock (2) opening one's eyes; keeping one's eyes open (3) type of candy given to a child after it wakes up from a nap<br>目立つ(めだつ): to be conspicuous; to stand out<br>丁目(ちょうめ): district of a town; city block (of irregular size)<br>目覚ましい(めざましい): brilliant; splendid; striking; remarkable<br>目指す(めざす): to aim at; to have an eye on<br>目付き(めつき): look; expression of the eyes; eyes<br>お目出度う(おめでとう): congratulations!; an auspicious occasion!<br>出鱈目(でたらめ): (1) irresponsible utterance; nonsense; bullshit; codswallop (2) random; haphazard; unsystematic<br>番目(ばんめ): cardinal number suffix<br>目茶苦茶(めちゃくちゃ): (1) absurd; unreasonable; nonsensical; preposterous; incoherent (2) extreme; senseless; reckless; wanton (3) disorder; confusion; mess; wreck<br>目下(もっか): at present; now<br>目処(めど): (1) aim; goal (2) prospect; outlook<br>目方(めかた): weight<br>目眩(めまい): dizziness; giddiness; vertigo<br>目出度い(めでたい): (1) happy; auspicious; propitious; joyous (2) naive<br>お目出度うご座います(おめでとうございます): congratulations<br>継ぎ目(つぎめ): joint; seam; joining point<br>生真面目(きまじめ): too serious; person who is too serious; honesty; sincerity<br>お目にかかる(おめにかかる): (1) to meet (someone of higher status) (2) to be recognized (esp. by someone of higher status); to be visible; to be seen; to be noticed<br>目論見(もくろみ): plan; scheme; project; program; programme; intention; goal<br>お目出度い(おめでたい): (1) special; auspicious; happy (2) naive; innocent; good-natured<br>時間目(じかんめ): period (e.g. class),5,1,76,"目: eye, eye radical (no. 109)",5,目,109,5,め・めへん・よこめ,(none),象形 Pictographic,eye,There are 3 sections. Imagine the outer two being the whites of your eye. The middle is the pupil. Fill it in with imaginary color.,目_目.,15,JLPT.N5 Kanji_Body_Head.Neck grade1 kanjifreq1-250
古,コ,ふる.い、ふる-、-ふる.す,ふゆ,old,古里(ふるさと): home town; birthplace; old village; historic village; native place; one's old home<br>古代(こだい): ancient times<br>古典(こてん): old book; classics; classic<br>中古(ちゅうこ): (1) used; second-hand; old (2) Middle Ages<br>古い(ふるい): old (not person); aged; ancient; antiquated; stale; threadbare; outmoded; obsolete article<br>考古学(こうこがく): archaeology; archeology<br>古(いにしえ): antiquity; ancient times<br>稽古(けいこ): practice; practise; training; study<br>古(ふる): (1) used item; secondhand item (2) old; used; previous,5,2,509,十: ten<br>口: mouth,5,口,30,3,くち・くちへん,(none),会意 Compound Ideographic,old,Tombstone and cross on an old man´s grave.,You get OLD fast if you have ten open mouths to feed.,16,JLPT.N5 Kanji_Time grade2 kanjifreq501-750
吾,ゴ,"われ, わが-, あ-","あ, あが","I, my, our, one's own",,1,S+,1828,五: five<br>口: mouth,,,,,,(none),,I,I have 5 senses.,I eat five times at day.,17,JLPT.N1 ShouldSuspend gradeS+ jinmeiyou kanjifreq1501-2000
冒,ボウ,おか.す,,"risk, face, defy, dare, damage, assume (a name)",冒頭(ぼうとう): beginning; start; outset<br>冒険(ぼうけん): risk; venture; adventure,1,S,1317,日: day; sun; Japan; counter for days<br>目: eye; class; look; insight; experience; care; favor,9,冂,13,2,けいがまえ・まきがまえ・どうがまえ・えんがまえ,(none),会意 Compound Ideographic,risk,"Don´t look at the sun directly with your eyes, it´s risky!",You´ll risk your eyesight if you look up at the sun.,18,JLPT.N1 gradeS kanjifreq1001-1500
朋,ホウ,とも,,"companion, friend",,1,S+,2039,肉: meat<br>肉: meat,,,,,,(none),,companion,My companion and I are like two moons side by side.,"Under the twin moons of Tatooine, Luke had no COMPANION.",19,JLPT.N1 ShouldSuspend gradeS+ jinmeiyou kanjifreq2001-2500
明,メイ、ミョウ、ミン,あ.かり、あか.るい、あか.るむ、あか.らむ、あき.らか、あ.ける、-あ.け、あ.く、あ.くる、あ.かす,"あきら, あけ, あす, きら, け, さや, さやか, とし, はる, み, め","bright, light","明日(あした): tomorrow<br>明らか(あきらか): obvious; evident; clear; plain<br>声明(せいめい): declaration; statement; proclamation<br>説明(せつめい): explanation; exposition<br>不明(ふめい): unknown; obscure; indistinct; uncertain; ambiguous; ignorant; lack of wisdom; anonymous; unidentified<br>明確(めいかく): clear; precise; definite; distinct<br>透明(とうめい): transparency; cleanness<br>文明(ぶんめい): (1) civilization; civilisation; culture (2) Bummei era (1469.4.28-1487.7.20)<br>証明(しょうめい): proof; verification<br>照明(しょうめい): illumination; lighting<br>明るい(あかるい): (1) bright; colourful (2) cheerful (3) familiar (with); knowledgeable (about) (4) fair (e.g. politics); clean<br>明白(めいはく): obvious; clear; plain; evident; apparent; explicit; overt<br>賢明(けんめい): wisdom; intelligence; prudence<br>夜明け(よあけ): dawn; daybreak<br>発明(はつめい): (1) invention (2) intelligent; clever (3) being enlightened; having the meaning of everything become clear<br>明朗(めいろう): bright; clear; cheerful<br>明け方(あけがた): dawn<br>明後日(あさって): day after tomorrow<br>明瞭(めいりょう): clarity; clearness<br>打ち明ける(うちあける): to be frank; to speak one's mind; to open one's heart<br>明かす(あかす): (1) to pass (e.g. the night); to spend (2) to reveal; to divulge<br>明くる(あくる): next; following<br>明明後日(しあさって): (in) three days time (two days after tomorrow)<br>明白(あからさま): plain; frank; candid; open; direct; straightforward; unabashed; blatant; flagrant<br>明(みょう): (1) vidya (wisdom) (2) mantra (3) the coming (4th of July, etc.)",4,2,67,日: day; sun; Japan; counter for days<br>月: month; moon,8,日,72,4,ひ・ひへん・にち・にちへん,(none),会意 Compound Ideographic,bright,The sun makes the moon bright.,"The sun and the moon are brightest objects in the day and night, respectively.",20,JLPT.N4 Kanji_Nature_Weather grade2 kanjifreq1-250
唱,ショウ,とな.える,,"chant, recite, call upon, yell",合唱(がっしょう): chorus; singing in a chorus<br>唱える(となえる): (1) to recite; to chant (2) to cry; to yell; to shout (3) to advocate; to advance; to preach; to insist,1,4,1123,口: mouth<br>昌: prosperous; bright; clear,11,口,30,3,くち・くちへん,(none),形声 Phonetic,chant,Someone chanting with their mouth open for two consecutive days.,Chants from our mouths are meant to reach the sun and the stars. Stars are just suns just further away so they seem smaller.,21,JLPT.N1 grade4 kanjifreq1001-1500
晶,ショウ,,"あ, あき, あきら, ひかり, まさ","sparkle, clear, crystal",結晶(けっしょう): crystal; crystallization; crystallisation,1,S,1613,日: day; sun; Japan; counter for days<br>日: day; sun; Japan; counter for days<br>日: day; sun; Japan; counter for days,12,日,72,4,ひ・ひへん・にち・にちへん,(none),象形 Pictographic,sparkle,A diamond sparkles as brightly as three suns.,Sparkle is a forest (#197) of suns!,22,JLPT.N1 gradeS kanjifreq1501-2000 Kanji_Nature_Substance
品,ヒン、ホン,しな,,"goods, refinement, dignity, article, counter for meal courses","作品(さくひん): work (e.g. book, film, composition, etc.); opus; performance; production<br>商品(しょうひん): commodity; article of commerce; goods; stock; merchandise<br>製品(せいひん): manufactured goods; finished goods; product<br>食品(しょくひん): commodity; foodstuff<br>部品(ぶひん): parts; accessories; components<br>品質(ひんしつ): (material) quality<br>品種(ひんしゅ): (1) kind (of goods); brand (2) (taxonomical) form (3) breed; cultivar<br>薬品(やくひん): medicine; chemicals<br>出品(しゅっぴん): exhibit; display<br>品物(しなもの): goods; article; thing<br>賞品(しょうひん): prize; trophy<br>日用品(にちようひん): daily necessities<br>用品(ようひん): articles; supplies; parts<br>食料品(しょくりょうひん): foodstuff; groceries<br>手品(てじな): sleight of hand; conjuring trick; magic; juggling<br>下品(げひん): vulgarity; meanness; indecency; coarseness<br>上品(じょうひん): elegant; refined; polished<br>必需品(ひつじゅひん): necessities; necessary article; requisite; essentials; staple<br>品(しな): (1) article; item; thing; goods; stock (2) quality (3) flirtatiousness; coquetry<br>品(ひん): (1) elegance; grace; refinement; class; dignity (2) article; item (3) counter for items (of food, etc.); counter for dishes or courses (at a restaurant)<br>気品(きひん): (1) elegance; refinement; grace; dignity (2) aroma<br>下品(かひん): inferior article<br>骨董品(こっとうひん): curio; antique<br>洋品店(ようひんてん): shop which handles Western-style apparel and accessories",4,3,225,口: mouth<br>口: mouth<br>口: mouth,9,口,30,3,くち・くちへん,(none),会意 Compound Ideographic,goods,Three boxes of goods are devoured by the hungry mouths of waiting consumers.,Three hungry mouths waiting for the goods to come.,23,JLPT.N4 Kanji_Manufactured.Item grade3 kanjifreq1-250
呂,ロ、リョ,せぼね,"とも, なが","spine, backbone","風呂(ふろ): (1) bath; bathtub (2) bathroom; bathhouse (3) room for drying lacquerware (4) base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)<br>風呂敷(ふろしき): wrapping cloth; cloth wrapper<br>お風呂(おふろ): bath",1,S,2055,口: mouth<br>丿: katakana no radical (no. 4)<br>口: mouth,7,口,30,3,くち・くちへん,(none),象形 Pictographic,spine,Spine connects head and body.,The spine goes from one opening mouth/opening (mouth/face) to another mouth/opening (genitals). Just think of these openings being enlarged to represent the head and the body. The bottom is bigger because the body is bigger than the face.,24,JLPT.N1 gradeS kanjifreq2001-2500 Kanji_Body_Organ.Torso
昌,ショウ,さかん,"まさ, まさし, よし, あき, あきら, さかえ, あつ, すけ","prosperous, bright, clear",,1,S+,1372,日: day; sun; Japan; counter for days<br>日: day; sun; Japan; counter for days,,,,,,(none),,prosperous,If you work from Sun UP to Sun DOWN you will be prosperous.,"I kept getting this mixed up with meanings like ´fortune´, so here is a fool proof story! Remember the Vulcan salute from ´Star Trek´ (a fiction of the sci-fi genre in which heavenly bodies such as SUNS play a huge role) used with the phrase ´live long and PROSPER´? If that´s not enough of a visual reminder, the Vulcan salute shows the fingers parted in to 2 sets of 2, and visually kind of looks like this kanji if you think about it.",25,JLPT.N1 ShouldSuspend gradeS+ jinmeiyou kanjifreq1001-1500
